sample_id,category,split_role,label,defect_type,image_path,mask_path
01d9411f09c669437deb1862,cable,fit,0,good,cable/train/good/134.png,
01dadba7efe1dd34b36ec3a9,hazelnut,final_test,1,crack,hazelnut/test/crack/015.png,hazelnut/ground_truth/crack/015_mask.png
01e15927d2310fe061970440,grid,fit,0,good,grid/train/good/144.png,
01f7d8da62996ac213cd7897,grid,calibration_normal,0,good,grid/train/good/263.png,
01ffd7f5ad6e2744a554808b,tile,final_test,1,rough,tile/test/rough/004.png,tile/ground_truth/rough/004_mask.png
020886bee5e1ddc82e548308,grid,calibration_normal,0,good,grid/train/good/038.png,
020c74526d7dc5c84b3b2bae,toothbrush,fit,0,good,toothbrush/train/good/034.png,
0210fdedf09dd16b9af5d420,screw,selection,1,scratch_head,screw/test/scratch_head/018.png,screw/ground_truth/scratch_head/018_mask.png
02139c4ce273ae96b5e86c0d,wood,final_test,1,scratch,wood/test/scratch/013.png,wood/ground_truth/scratch/013_mask.png
021a2a4c9c1160c0e81d652e,tile,fit,0,good,tile/train/good/066.png,
0236dfb19d3a9fa1d4088de0,cable,fit,0,good,cable/train/good/211.png,
023afdf57fe2362cbf6bb96c,pill,validation_normal,0,good,pill/train/good/104.png,
02407128951b2a3fa90dc7f0,wood,fit,0,good,wood/train/good/113.png,
02511e5d17a566e3d89baa6d,cable,final_test,1,cut_outer_insulation,cable/test/cut_outer_insulation/008.png,cable/ground_truth/cut_outer_insulation/008_mask.png
025de9548786cb5f4f62c49a,carpet,final_test,1,thread,carpet/test/thread/018.png,carpet/ground_truth/thread/018_mask.png
026723ade85858507898aae4,wood,fit,0,good,wood/train/good/153.png,
026c54e49b6941f578a6ce8a,transistor,fit,0,good,transistor/train/good/157.png,
02773a9f2e0bc1026c54dfdb,screw,fit,0,good,screw/train/good/083.png,
027b97e2b1a7acda31819f28,pill,selection,1,color,pill/test/color/007.png,pill/ground_truth/color/007_mask.png
027cbc9b9f96a6c6ce5ea922,capsule,fit,0,good,capsule/train/good/128.png,
0293c9dd897b544756bd4f18,transistor,fit,0,good,transistor/train/good/183.png,
02a71dc62eec116a98162792,pill,fit,0,good,pill/train/good/075.png,
02a71fcdbe105c9b70290d8d,hazelnut,fit,0,good,hazelnut/train/good/174.png,
02aa32148038552e4c2ba927,pill,fit,0,good,pill/train/good/256.png,
02ad22452e75899491ba12bb,tile,fit,0,good,tile/train/good/107.png,
02b1fd32d22d209616bb5447,cable,fit,0,good,cable/train/good/040.png,
02c2c27f6adff4e88ffe990c,cable,selection,1,combined,cable/test/combined/009.png,cable/ground_truth/combined/009_mask.png
02d946a9aa35fca882d4ae72,grid,validation_normal,0,good,grid/train/good/119.png,
02e67a54bd761b4eef6cea80,carpet,fit,0,good,carpet/train/good/047.png,
0319bb0818a28a6270d0fc90,screw,fit,0,good,screw/train/good/081.png,
032a14a6e16d67864946b5f6,transistor,fit,0,good,transistor/train/good/128.png,
032b4d05a4fe2e013ebe08d8,zipper,final_test,1,fabric_interior,zipper/test/fabric_interior/006.png,zipper/ground_truth/fabric_interior/006_mask.png
033e2977e14f93697e6600b8,transistor,fit,0,good,transistor/train/good/087.png,
036d2d4e637774075bc5bd78,grid,selection,0,good,grid/test/good/000.png,
037e02d2a9dc864ff438c9e5,grid,validation_normal,0,good,grid/train/good/149.png,
03a83dd1e26fa4b9ff608d3f,hazelnut,fit,0,good,hazelnut/train/good/099.png,
03cb857df18c11c1660facb7,capsule,final_test,1,scratch,capsule/test/scratch/001.png,capsule/ground_truth/scratch/001_mask.png
03d14524e9f413b156b8f5a9,hazelnut,validation_normal,0,good,hazelnut/train/good/345.png,
03d24350ed9417bd8819d9b0,hazelnut,final_test,0,good,hazelnut/test/good/001.png,
03d7d0ab871866266944b7c5,grid,calibration_normal,0,good,grid/train/good/242.png,
03dabc8aaf5e68be190b7375,transistor,fit,0,good,transistor/train/good/008.png,
03ecd083f0f1aad5be609222,metal_nut,fit,0,good,metal_nut/train/good/004.png,
03ecf9152cd88f6d613b61c2,metal_nut,calibration_normal,0,good,metal_nut/train/good/204.png,
03f69efdea28c475a3055e2d,screw,selection,1,scratch_neck,screw/test/scratch_neck/003.png,screw/ground_truth/scratch_neck/003_mask.png
03ffcb7b9c48389f911d0266,zipper,selection,1,squeezed_teeth,zipper/test/squeezed_teeth/015.png,zipper/ground_truth/squeezed_teeth/015_mask.png
042cfb5d77da28db089bcfd4,capsule,fit,0,good,capsule/train/good/134.png,
043df2799606055b45a86614,screw,fit,0,good,screw/train/good/089.png,
0449fc2022c275b12c9bd49b,hazelnut,calibration_normal,0,good,hazelnut/train/good/308.png,
044c2da8c15481f151a8b2b5,cable,selection,1,cut_outer_insulation,cable/test/cut_outer_insulation/003.png,cable/ground_truth/cut_outer_insulation/003_mask.png
046004700575ed2affeb337b,carpet,fit,0,good,carpet/train/good/167.png,
0461583cc0de16757c2c3420,pill,fit,0,good,pill/train/good/136.png,
048c1abaf2030def8a5c481e,metal_nut,selection,1,bent,metal_nut/test/bent/015.png,metal_nut/ground_truth/bent/015_mask.png
0491b46167d6a833450af4fb,carpet,fit,0,good,carpet/train/good/100.png,
04a083a4a88694dc39843927,carpet,calibration_normal,0,good,carpet/train/good/027.png,
04a56a89bcfd79d4091e5b08,hazelnut,fit,0,good,hazelnut/train/good/208.png,
04b4192a0bd8651b80fea132,pill,validation_normal,0,good,pill/train/good/237.png,
04b5c8dc73cf5223eb2a6e2d,hazelnut,calibration_normal,0,good,hazelnut/train/good/025.png,
04bd519b6518616380298168,pill,final_test,1,scratch,pill/test/scratch/010.png,pill/ground_truth/scratch/010_mask.png
04c0e915bfcfcb4bfbba5271,wood,fit,0,good,wood/train/good/133.png,
04c44b004db1c0d0ce2d4f2e,carpet,fit,0,good,carpet/train/good/131.png,
04ca674a5b713e44012e221c,toothbrush,fit,0,good,toothbrush/train/good/029.png,
04d3e1d5052f492e5c2e247b,cable,selection,1,cable_swap,cable/test/cable_swap/009.png,cable/ground_truth/cable_swap/009_mask.png
04e1c3bcbadc8bff4e5028cc,screw,fit,0,good,screw/train/good/295.png,
04f17ae9843a17d7d6961a7d,carpet,calibration_normal,0,good,carpet/train/good/262.png,
04ffcbdfe590564c67cb2321,metal_nut,fit,0,good,metal_nut/train/good/184.png,
050c48c0f67da8b4bfc244e7,carpet,calibration_normal,0,good,carpet/train/good/243.png,
050edc63ab05fdb58d5ecbc4,pill,final_test,1,combined,pill/test/combined/013.png,pill/ground_truth/combined/013_mask.png
052644c79a32eac3f19f6192,wood,validation_normal,0,good,wood/train/good/064.png,
052ce690d340ec3e1cb0ff2b,grid,validation_normal,0,good,grid/train/good/114.png,
054bb0202619dbd33d7a1463,metal_nut,calibration_normal,0,good,metal_nut/train/good/114.png,
0553a9ece13315a3805c3a21,wood,fit,0,good,wood/train/good/051.png,
0563f280950c965784140f4d,zipper,fit,0,good,zipper/train/good/079.png,
05657f6cd314e555d188373c,leather,validation_normal,0,good,leather/train/good/220.png,
0568a25afe6a0cf2fb8d8edf,tile,final_test,0,good,tile/test/good/016.png,
056e7104bd3956019b839dd9,bottle,fit,0,good,bottle/train/good/114.png,
0579db7e47631dcca61f8a8c,wood,fit,0,good,wood/train/good/231.png,
059669bd5b48d39105f0009d,hazelnut,fit,0,good,hazelnut/train/good/193.png,
05c74a2cad6c832f1cf9ac5d,hazelnut,fit,0,good,hazelnut/train/good/251.png,
05caab43dbc03e0ecee5ec57,capsule,fit,0,good,capsule/train/good/013.png,
05dd862d4a46cb7fae47db68,hazelnut,fit,0,good,hazelnut/train/good/097.png,
05e6f03be4bc41896c7f7c77,transistor,fit,0,good,transistor/train/good/178.png,
05f9745b720f6b1dbf32f205,carpet,calibration_normal,0,good,carpet/train/good/238.png,
0608d547689297302c89a74a,wood,fit,0,good,wood/train/good/002.png,
063129f484a465b613461a00,transistor,selection,1,misplaced,transistor/test/misplaced/007.png,transistor/ground_truth/misplaced/007_mask.png
063996e89d2004ba7ca108d1,leather,fit,0,good,leather/train/good/234.png,
0651c705c78299b0b70ca6fe,bottle,calibration_normal,0,good,bottle/train/good/038.png,
0654065e0dabaa79f341ed01,transistor,final_test,1,damaged_case,transistor/test/damaged_case/000.png,transistor/ground_truth/damaged_case/000_mask.png
065b45204edb535dc952078a,hazelnut,final_test,1,hole,hazelnut/test/hole/002.png,hazelnut/ground_truth/hole/002_mask.png
0686b0ff1deb3d651f29d6ff,hazelnut,final_test,0,good,hazelnut/test/good/025.png,
06a281cfc20ab7d025679af0,bottle,fit,0,good,bottle/train/good/199.png,
06a95645d1ccaf0ad3bd7e49,capsule,final_test,1,squeeze,capsule/test/squeeze/015.png,capsule/ground_truth/squeeze/015_mask.png
06ad502665437c8565cfe798,tile,final_test,0,good,tile/test/good/001.png,
06b809efd92dfc4d0e495988,cable,calibration_normal,0,good,cable/train/good/210.png,
06d0503d5ba4a70e9a8ab954,zipper,calibration_normal,0,good,zipper/train/good/127.png,
06d224f9603a8b5e950eb09b,zipper,fit,0,good,zipper/train/good/235.png,
06e513cb67260796f144247e,carpet,fit,0,good,carpet/train/good/247.png,
06e778856b28c74c79de0804,carpet,fit,0,good,carpet/train/good/056.png,
06eca920f7dbd8096029cb59,transistor,fit,0,good,transistor/train/good/077.png,
06edbd9c2835f8b54f84918d,bottle,fit,0,good,bottle/train/good/158.png,
06f09e38474ac20894e2a5c8,transistor,fit,0,good,transistor/train/good/184.png,
06f5b956adb2fcb7c1670a8d,carpet,fit,0,good,carpet/train/good/053.png,
0703861a7d04e867648472de,leather,fit,0,good,leather/train/good/124.png,
0705a6277e5dc7625fdfa8a4,wood,fit,0,good,wood/train/good/191.png,
070648f03ffb2942ef43eb78,hazelnut,selection,1,crack,hazelnut/test/crack/002.png,hazelnut/ground_truth/crack/002_mask.png
0708aeae20ed3b968caf3b3d,hazelnut,final_test,1,print,hazelnut/test/print/007.png,hazelnut/ground_truth/print/007_mask.png
071420f768f2f04b140d1112,carpet,validation_normal,0,good,carpet/train/good/252.png,
071c8e4c0d19eb281f107c73,tile,selection,1,rough,tile/test/rough/010.png,tile/ground_truth/rough/010_mask.png
07203a20a479279d358d7917,metal_nut,final_test,1,bent,metal_nut/test/bent/000.png,metal_nut/ground_truth/bent/000_mask.png
07318e9321dfab16785999f8,cable,calibration_normal,0,good,cable/train/good/223.png,
074b28aaa7edf8c5187561ce,transistor,final_test,1,cut_lead,transistor/test/cut_lead/001.png,transistor/ground_truth/cut_lead/001_mask.png
074bdd2b224b5fdf3a99f0cf,hazelnut,fit,0,good,hazelnut/train/good/013.png,
07564ab7fcfb6d42936feece,carpet,calibration_normal,0,good,carpet/train/good/003.png,
075ef8a7885ff32f0677a544,cable,validation_normal,0,good,cable/train/good/045.png,
075f4de9f51f0926c7771eda,capsule,final_test,1,crack,capsule/test/crack/018.png,capsule/ground_truth/crack/018_mask.png
0771de8bd3536083631c24e2,carpet,final_test,1,hole,carpet/test/hole/013.png,carpet/ground_truth/hole/013_mask.png
0790cf2ec11c5386aa6f520a,wood,final_test,1,combined,wood/test/combined/010.png,wood/ground_truth/combined/010_mask.png
0792f8358994e2af5db7adcc,metal_nut,fit,0,good,metal_nut/train/good/031.png,
0799cfa78c964d82319b04ae,grid,fit,0,good,grid/train/good/004.png,
07a44473553c6373c0d49e6b,zipper,final_test,0,good,zipper/test/good/005.png,
07b2808920a0adc3926aa04e,zipper,final_test,1,combined,zipper/test/combined/009.png,zipper/ground_truth/combined/009_mask.png
07b6a9f30d4aff1a64cf7339,wood,fit,0,good,wood/train/good/061.png,
07c00b2a796b5d405097f6cb,metal_nut,fit,0,good,metal_nut/train/good/190.png,
07c9cb94953e241ce12118c8,tile,selection,1,rough,tile/test/rough/006.png,tile/ground_truth/rough/006_mask.png
07ccc227413ada79b1ba4dab,bottle,fit,0,good,bottle/train/good/205.png,
07cf27df7e040b20584f9df6,screw,fit,0,good,screw/train/good/253.png,
07d45391f4235595274f57de,carpet,selection,0,good,carpet/test/good/006.png,
07d87b18320c4cfb4b0a47a1,zipper,selection,1,rough,zipper/test/rough/009.png,zipper/ground_truth/rough/009_mask.png
07f320e99c6f4bfa6e7482b1,toothbrush,selection,1,defective,toothbrush/test/defective/005.png,toothbrush/ground_truth/defective/005_mask.png
07fdf05a736a89545dba35f5,carpet,fit,0,good,carpet/train/good/057.png,
08043aff18e05d3807b74adc,transistor,fit,0,good,transistor/train/good/050.png,
0805559c13b916dda1795590,screw,fit,0,good,screw/train/good/164.png,
080c542b7f00be8d392ae50b,cable,final_test,1,missing_cable,cable/test/missing_cable/007.png,cable/ground_truth/missing_cable/007_mask.png
081259eb86d711abd8eee5a6,grid,fit,0,good,grid/train/good/156.png,
082a784b61cb7e1a64520c98,wood,fit,0,good,wood/train/good/054.png,
082d4f8d58a31df2ddc6aca4,pill,final_test,1,crack,pill/test/crack/007.png,pill/ground_truth/crack/007_mask.png
086dc42cc8018e0556f90216,metal_nut,final_test,1,flip,metal_nut/test/flip/003.png,metal_nut/ground_truth/flip/003_mask.png
08777ac41887da4a3e56601f,leather,fit,0,good,leather/train/good/111.png,
087d4e39fc3da1f03db59a99,cable,fit,0,good,cable/train/good/165.png,
087fec332053d7d262e179bc,tile,fit,0,good,tile/train/good/211.png,
088009734af7a5a95e8ce3dd,cable,fit,0,good,cable/train/good/151.png,
08828315148dc8aa9beaf4ba,pill,fit,0,good,pill/train/good/261.png,
088506d03a3467b9bfcbe8bb,capsule,fit,0,good,capsule/train/good/169.png,
0888f105b755ac1feb51cea6,leather,fit,0,good,leather/train/good/211.png,
088c6cd6520ba6869e7106a9,capsule,fit,0,good,capsule/train/good/148.png,
08a6071e11c4efd177e89220,grid,fit,0,good,grid/train/good/206.png,
08a6abeeb739d0df315b413d,grid,fit,0,good,grid/train/good/231.png,
08a7fc8bca42900fcc4a8f2b,leather,final_test,1,color,leather/test/color/005.png,leather/ground_truth/color/005_mask.png
08bc0ee76760d64de807d5dc,grid,selection,0,good,grid/test/good/010.png,
08bdebd455b4c0ef75410ea5,screw,fit,0,good,screw/train/good/290.png,
08d365b95137bbd40d82394b,tile,validation_normal,0,good,tile/train/good/005.png,
08d4e053d556b3b5d9c534fd,grid,fit,0,good,grid/train/good/048.png,
08dff0f0758a91e41de73037,cable,fit,0,good,cable/train/good/062.png,
08e275fe785d5f1f81bd706e,hazelnut,selection,0,good,hazelnut/test/good/034.png,
08e9899a283edf9e462883d2,metal_nut,fit,0,good,metal_nut/train/good/177.png,
08f640bb4a019fca18d0d524,hazelnut,final_test,1,print,hazelnut/test/print/002.png,hazelnut/ground_truth/print/002_mask.png
09060f38fee1e2612479fe92,capsule,fit,0,good,capsule/train/good/118.png,
090d722d1e050d8d068fa3b3,cable,final_test,0,good,cable/test/good/036.png,
09128af96a0299ecb3b85aae,hazelnut,selection,0,good,hazelnut/test/good/039.png,
091df063030408f5e475362b,grid,fit,0,good,grid/train/good/084.png,
0925d5aa12c48f9633293478,grid,selection,1,bent,grid/test/bent/001.png,grid/ground_truth/bent/001_mask.png
0929cf8e06522b59f5bbce9d,pill,calibration_normal,0,good,pill/train/good/118.png,
092a794622b97646fb64d782,cable,selection,1,cable_swap,cable/test/cable_swap/006.png,cable/ground_truth/cable_swap/006_mask.png
093447b29efb29519350277a,cable,fit,0,good,cable/train/good/117.png,
093b0b6a78aeae1600b7f700,hazelnut,final_test,0,good,hazelnut/test/good/037.png,
093d3112025778b85eb992a6,pill,selection,1,color,pill/test/color/015.png,pill/ground_truth/color/015_mask.png
094346dc49d642b270cc09c6,hazelnut,fit,0,good,hazelnut/train/good/117.png,
09515984ded6a43202f9c2a3,capsule,fit,0,good,capsule/train/good/164.png,
0957ccb6d9159e1818e665e3,hazelnut,final_test,1,crack,hazelnut/test/crack/010.png,hazelnut/ground_truth/crack/010_mask.png
097363360430f288d60a00e3,metal_nut,fit,0,good,metal_nut/train/good/119.png,
097c0335b66878890fc097d8,carpet,validation_normal,0,good,carpet/train/good/179.png,
097e4bf5b80244a253810a17,metal_nut,fit,0,good,metal_nut/train/good/094.png,
098c6ae66283437c6eec0f4b,grid,final_test,1,glue,grid/test/glue/004.png,grid/ground_truth/glue/004_mask.png
099a6bf88a91fbf7451088bf,capsule,final_test,1,scratch,capsule/test/scratch/017.png,capsule/ground_truth/scratch/017_mask.png
09cb580036af15f604e0a936,tile,fit,0,good,tile/train/good/080.png,
09ceee8a92f0721eae7c0cfb,transistor,final_test,1,damaged_case,transistor/test/damaged_case/009.png,transistor/ground_truth/damaged_case/009_mask.png
09d12a1fcfbfbf40135d9b44,transistor,final_test,0,good,transistor/test/good/039.png,
09f658b4a24b0f10b580d162,capsule,fit,0,good,capsule/train/good/073.png,
0a008c8627439ecc49ad3175,zipper,fit,0,good,zipper/train/good/044.png,
0a047c8a09eadd197b724a3a,bottle,calibration_normal,0,good,bottle/train/good/060.png,
0a17eb0edf7b06c4ceb998a8,tile,fit,0,good,tile/train/good/125.png,
0a1a311d548f3d633f02e981,bottle,calibration_normal,0,good,bottle/train/good/113.png,
0a2cb4376090d383c3b6f312,pill,calibration_normal,0,good,pill/train/good/175.png,
0a370a065a433d6e4f51f818,hazelnut,fit,0,good,hazelnut/train/good/086.png,
0a37820ddbdfde9a9874d28b,cable,final_test,0,good,cable/test/good/007.png,
0a3b883cde2ac10844a02a9a,tile,fit,0,good,tile/train/good/067.png,
0a5a00cbc2fb526e0cca00f8,carpet,fit,0,good,carpet/train/good/209.png,
0a694b1d0fafeba8764c2941,bottle,fit,0,good,bottle/train/good/008.png,
0a785c3400e9803b2889053b,carpet,fit,0,good,carpet/train/good/132.png,
0a8688341a6d2792a608a110,leather,fit,0,good,leather/train/good/041.png,
0a8956f99af033c3bf1493d3,grid,calibration_normal,0,good,grid/train/good/238.png,
0ab7107a473b819858e5d6d4,capsule,fit,0,good,capsule/train/good/099.png,
0abf220cf568b384f8a68668,screw,selection,1,manipulated_front,screw/test/manipulated_front/022.png,screw/ground_truth/manipulated_front/022_mask.png
0ad495086a38b52eaa9bb0b2,carpet,calibration_normal,0,good,carpet/train/good/240.png,
0ae65f40278e90da4ca34c3c,carpet,selection,1,metal_contamination,carpet/test/metal_contamination/007.png,carpet/ground_truth/metal_contamination/007_mask.png
0b05b0bd7ba566c11ea38a02,carpet,final_test,1,hole,carpet/test/hole/015.png,carpet/ground_truth/hole/015_mask.png
0b1440762310e45438711726,hazelnut,fit,0,good,hazelnut/train/good/236.png,
0b1fd0b9575196c26b5628d1,tile,validation_normal,0,good,tile/train/good/100.png,
0b21212143a588b4bf687c48,carpet,calibration_normal,0,good,carpet/train/good/183.png,
0b228ff2211a0f76c77d5abf,zipper,calibration_normal,0,good,zipper/train/good/239.png,
0b231155a481c7306574d879,screw,fit,0,good,screw/train/good/043.png,
0b43f1dd9a999d6a64849ade,zipper,fit,0,good,zipper/train/good/103.png,
0b4658062e583a642848ad96,transistor,final_test,1,misplaced,transistor/test/misplaced/006.png,transistor/ground_truth/misplaced/006_mask.png
0b4b59a9e34cf6ddf757ff8b,grid,fit,0,good,grid/train/good/224.png,
0b4da457c9c7a1793db21c3b,hazelnut,fit,0,good,hazelnut/train/good/255.png,
0b50121e5e75883bd7854736,toothbrush,fit,0,good,toothbrush/train/good/049.png,
0b63e08c87099b04cb149e2c,screw,validation_normal,0,good,screw/train/good/079.png,
0b694b291200c22a5a63670e,hazelnut,calibration_normal,0,good,hazelnut/train/good/063.png,
0b6f1cb2861c72b5ba280601,grid,validation_normal,0,good,grid/train/good/078.png,
0b80b5bbacd66d95ef8a81fc,hazelnut,fit,0,good,hazelnut/train/good/335.png,
0b99ccab4ed614817c8e285b,wood,final_test,1,hole,wood/test/hole/008.png,wood/ground_truth/hole/008_mask.png
0bb94d6a5fbe08b359516cdc,pill,fit,0,good,pill/train/good/024.png,
0bc1c73f380d8bf1e160921c,transistor,fit,0,good,transistor/train/good/033.png,
0bc92db80640dd0b649a32a7,hazelnut,calibration_normal,0,good,hazelnut/train/good/095.png,
0bd3e402bc5df173824f05f4,metal_nut,selection,0,good,metal_nut/test/good/002.png,
0bd68801706b9e05a0ee3bf9,grid,final_test,0,good,grid/test/good/014.png,
0bd743a4b96c7aa74646d50a,screw,fit,0,good,screw/train/good/287.png,
0bd92e65264ddd03515a0a8a,screw,fit,0,good,screw/train/good/303.png,
0bf1caf712522617913004b2,wood,fit,0,good,wood/train/good/183.png,
0bf4b114dcbb0c52449ee43f,leather,fit,0,good,leather/train/good/009.png,
0bfcdb3f96a652cacee57ac1,leather,final_test,1,poke,leather/test/poke/007.png,leather/ground_truth/poke/007_mask.png
0c062523203742320fadded6,metal_nut,final_test,1,scratch,metal_nut/test/scratch/017.png,metal_nut/ground_truth/scratch/017_mask.png
0c0e02f035d19bbc5fc32dc9,bottle,selection,1,contamination,bottle/test/contamination/005.png,bottle/ground_truth/contamination/005_mask.png
0c4878c4d00c7ab464615249,metal_nut,fit,0,good,metal_nut/train/good/127.png,
0c5c01854825660620a371a1,cable,final_test,1,cable_swap,cable/test/cable_swap/007.png,cable/ground_truth/cable_swap/007_mask.png
0c5d3defdb73482d7c3a1683,tile,fit,0,good,tile/train/good/057.png,
0c63a8ddde9c72cf327c4f28,carpet,fit,0,good,carpet/train/good/185.png,
0c6c9d6c4574c73d0f5d2226,hazelnut,fit,0,good,hazelnut/train/good/132.png,
0c711616ea912a46f300e9ac,tile,fit,0,good,tile/train/good/118.png,
0c78460a7222a0c4474e0676,cable,final_test,0,good,cable/test/good/029.png,
0c860b4c00b7e645507e8bad,zipper,final_test,0,good,zipper/test/good/014.png,
0c93d3336b83de008bc9ab1a,cable,fit,0,good,cable/train/good/058.png,
0c998a719dad4f6d507d825d,wood,fit,0,good,wood/train/good/028.png,
0c9ba106117c50e3e2de2154,transistor,fit,0,good,transistor/train/good/143.png,
0c9bcd0f6830ad9b90df9636,grid,final_test,1,metal_contamination,grid/test/metal_contamination/002.png,grid/ground_truth/metal_contamination/002_mask.png
0ccd2055da4d32173d2d9c26,screw,calibration_normal,0,good,screw/train/good/226.png,
0cddfa5721942800ba2c1f85,screw,fit,0,good,screw/train/good/122.png,
0ce7e6168040f271057cb953,metal_nut,fit,0,good,metal_nut/train/good/089.png,
0cea682591a8d9687ecdd2db,hazelnut,selection,1,cut,hazelnut/test/cut/003.png,hazelnut/ground_truth/cut/003_mask.png
0cede0c7732d4815958f6b05,metal_nut,fit,0,good,metal_nut/train/good/088.png,
0cf85a8a15c9b322ecfc71cb,screw,final_test,1,scratch_neck,screw/test/scratch_neck/023.png,screw/ground_truth/scratch_neck/023_mask.png
0cf9a26fd9dda9db0818665a,hazelnut,fit,0,good,hazelnut/train/good/083.png,
0d0f30c980927ffe7ee25dde,leather,fit,0,good,leather/train/good/151.png,
0d123af3c058a628812a1452,screw,fit,0,good,screw/train/good/132.png,
0d1519f521496ffc51ef41a7,cable,fit,0,good,cable/train/good/174.png,
0d1680342ba42242770a5292,tile,fit,0,good,tile/train/good/178.png,
0d1f0fa748f1dcf6b679a5e7,transistor,fit,0,good,transistor/train/good/022.png,
0d2b1c1ca35cbe8352c651e7,zipper,validation_normal,0,good,zipper/train/good/018.png,
0d3b141fe306f3a5e5e0d398,metal_nut,validation_normal,0,good,metal_nut/train/good/181.png,
0d4c0e3e5c53a11bcfb6636a,grid,selection,0,good,grid/test/good/020.png,
0d5fcc401d34ac5258e2748c,carpet,fit,0,good,carpet/train/good/120.png,
0d687eec93f0084913cda97b,cable,fit,0,good,cable/train/good/018.png,
0d6e8ca83fd4fa2b8f8d609b,carpet,final_test,1,cut,carpet/test/cut/012.png,carpet/ground_truth/cut/012_mask.png
0d708ec900f2ab2587e938ef,tile,validation_normal,0,good,tile/train/good/142.png,
0d79c7e908bc19911399858f,tile,fit,0,good,tile/train/good/012.png,
0d80e6fca789ac388d94f035,tile,fit,0,good,tile/train/good/093.png,
0d8a258b2a6f561d54ff779d,bottle,fit,0,good,bottle/train/good/076.png,
0da3dcebd3cf668fe13b87cb,bottle,fit,0,good,bottle/train/good/093.png,
0dc064ab5042055b436c1f04,carpet,fit,0,good,carpet/train/good/221.png,
0dcaebd0ab265d93ca2594f2,hazelnut,fit,0,good,hazelnut/train/good/001.png,
0dd8fee08cbc5619579d16d9,transistor,fit,0,good,transistor/train/good/109.png,
0e147fa4d4ffce4e334a0993,cable,fit,0,good,cable/train/good/170.png,
0e1bf3e2bb8e9c4fd91f574f,screw,final_test,0,good,screw/test/good/027.png,
0e1c2c8dc3977e3c0dfb8a71,leather,final_test,1,cut,leather/test/cut/009.png,leather/ground_truth/cut/009_mask.png
